"Folder Type","Folder Description","Subdescription","Trade Name","Address","Issue Date","Expiry Date","Status","Neighbourhood Number","Neighbourhood Name","Electoral Ward","Community Characterization Area","Location"
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Apr 10 12:00:00 AM","2025 Mar 31 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 22 12:00:00 AM","2024 Mar 31 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 20 12:00:00 AM","2026 Mar 31 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 02 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Sep 07 12:00:00 AM","2024 Sep 05 12:00:00 AM","Closed (L)","1.111","RIVER-OSBORNE","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Aug 26 12:00:00 AM","2025 Sep 05 12:00:00 AM","Issued","1.111","RIVER-OSBORNE","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 04 12:00:00 AM","2024 Nov 14 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 22 12:00:00 AM","2023 Nov 14 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 05 12:00:00 AM","2025 Nov 14 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Feb 26 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 22 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jul 02 12:00:00 AM","2025 Mar 08 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 13 12:00:00 AM","2024 Mar 08 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 02 12:00:00 AM","2026 Mar 08 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 11 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.106","EARL GREY","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 20 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.106","EARL GREY","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Mar 11 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 17 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 05 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 27 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Feb 06 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jun 06 12:00:00 AM","2024 May 30 12:00:00 AM","Cancelled","1.107","EBBY-WENTWORTH","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Sep 05 12:00:00 AM","2025 Jul 02 12:00:00 AM","Closed (L)","1.107","EBBY-WENTWORTH","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Aug 21 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 02 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 02 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.62","NORTH RIVER HEIGHTS","River Heights - Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.62","NORTH RIVER HEIGHTS","River Heights - Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Mar 04 12:00:00 AM","2024 Nov 05 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 05 12:00:00 AM","2023 Nov 05 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 02 12:00:00 AM","2025 Nov 05 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jul 10 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jul 03 12:00:00 AM","2025 Jul 02 12:00:00 AM","Ceased Operation","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Oct 04 12:00:00 AM","2024 Oct 02 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Oct 03 12:00:00 AM","2025 Oct 02 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 15 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 27 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 10 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 10 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 May 30 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 03 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 22 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 22 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 19 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 13 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 11 12:00:00 AM","2024 Dec 10 12:00:00 AM","Closed (L)","1.665","LORD ROBERTS","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Apr 25 12:00:00 AM","2023 Dec 10 12:00:00 AM","Closed (L)","1.665","LORD ROBERTS","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Nov 18 12:00:00 AM","2025 Dec 10 12:00:00 AM","Issued","1.665","LORD ROBERTS","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 02 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 27 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Feb 08 12:00:00 AM","2025 Feb 06 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 08 12:00:00 AM","2024 Feb 06 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 06 12:00:00 AM","2025 Oct 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Nov 28 12:00:00 AM","2024 Nov 25 12:00:00 AM","Closed (L)","4.402","MELROSE","Transcona","Transcona",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 23 12:00:00 AM","2025 Nov 25 12:00:00 AM","Issued","4.402","MELROSE","Transcona","Transcona",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 21 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Feb 06 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.108","DANIEL McINTYRE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 14 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 23 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 May 30 12:00:00 AM","2025 Apr 02 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 17 12:00:00 AM","2024 Apr 02 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 25 12:00:00 AM","2026 Apr 02 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Sep 19 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 May 30 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 16 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 20 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 06 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jul 24 12:00:00 AM","2024 Aug 18 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jul 31 12:00:00 AM","2025 Aug 18 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jun 12 12:00:00 AM","2025 Jun 14 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jun 16 12:00:00 AM","2024 Jun 14 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 14 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 23 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Aug 11 12:00:00 AM","2024 Aug 21 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jul 29 12:00:00 AM","2025 Aug 21 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Aug 15 12:00:00 AM","2024 Mar 08 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Aug 31 12:00:00 AM","2023 Oct 24 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Oct 26 12:00:00 AM","2024 Oct 24 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Sep 26 12:00:00 AM","2025 Oct 24 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 19 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.113","WOLSELEY","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 03 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 09 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Mar 11 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Mar 17 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.103","WEST BROADWAY","Fort Rouge - East Fort Garry","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 12 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 23 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.11","McMILLAN","Fort Rouge - East Fort Garry","River Heights",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Oct 04 12:00:00 AM","2024 Sep 20 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Sep 23 12:00:00 AM","2025 Sep 20 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 May 14 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 19 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 03 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 30 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.102","CENTENNIAL","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Mar 14 12:00:00 AM","2025 Apr 01 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 09 12:00:00 AM","2024 Apr 01 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 07 12:00:00 AM","2026 Apr 01 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Nov 02 12:00:00 AM","2024 Oct 31 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Nov 01 12:00:00 AM","2025 Oct 31 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 May 22 12:00:00 AM","2025 Mar 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Mar 23 12:00:00 AM","2024 Mar 31 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Apr 03 12:00:00 AM","2026 Mar 31 12:00:00 AM","Issued","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Nov 03 12:00:00 AM","2024 Nov 01 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Oct 21 12:00:00 AM","2025 Nov 01 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Nov 08 12:00:00 AM","2024 Nov 07 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Nov 08 12:00:00 AM","2025 Nov 07 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 04 12:00:00 AM","2025 Jan 10 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Feb 06 12:00:00 AM","2024 Jan 10 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 06 12:00:00 AM","2026 Jan 10 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Aug 15 12:00:00 AM","2024 Sep 01 12:00:00 AM","Closed (L)","3.114","WESTON","Point Douglas","Inkster",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Aug 20 12:00:00 AM","2025 Sep 01 12:00:00 AM","Ceased Operation","3.114","WESTON","Point Douglas","Inkster",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 27 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 13 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.105","WEST ALEXANDER","Point Douglas","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 28 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 16 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.112","ST. MATTHEWS","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jun 14 12:00:00 AM","2024 Jul 02 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jun 17 12:00:00 AM","2025 Jul 02 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Sep 25 12:00:00 AM","2024 Dec 05 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 02 12:00:00 AM","2025 Dec 05 12:00:00 AM","Issued","1.104","SPENCE","Daniel McIntyre","Downtown",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Apr 24 12:00:00 AM","2024 Feb 01 12:00:00 AM","Closed (L)","3.302","WILLIAM WHYTE","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Apr 18 12:00:00 AM","2025 May 14 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 May 04 12:00:00 AM","2024 May 14 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 03 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Jan 03 12:00:00 AM","2023 Dec 31 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 07 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 08 12:00:00 AM","2025 Jan 04 12:00:00 AM","Closed (L)","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 03 12:00:00 AM","2026 Jan 04 12:00:00 AM","Issued","3.311","NORTH POINT DOUGLAS","Mynarski","Point Douglas",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2023 Dec 11 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2025 Jan 21 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.115","MINTO","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Jan 08 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.115","MINTO","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Dec 30 12:00:00 AM","2025 Dec 31 12:00:00 AM","Issued","1.115","MINTO","Daniel McIntyre","West End",
"LX","License - Rooming Houses","Converted Residential Dwelling","(none)",,"2024 Feb 01 12:00:00 AM","2024 Dec 31 12:00:00 AM","Closed (L)","1.104","SPENCE","Daniel McIntyre","Downtown",
